0,5
0.021885,5.0449
0.044026,5.0897
0.066425,5.1343
0.089084,5.1788
0.11201,5.2232
0.13519,5.2675
0.15864,5.3116
0.18236,5.3555
0.20634,5.3994
0.23059,5.443
0.25511,5.4866
0.27989,5.5299
0.30494,5.5731
0.33026,5.6162
0.35584,5.6591
0.38167,5.7019
0.40777,5.7445
0.43412,5.7869
0.46072,5.8292
0.48757,5.8713
0.51466,5.9133
0.54199,5.9551
0.56954,5.9967
0.59732,6.0383
0.62532,6.0796
0.65353,6.1209
0.68193,6.1619
0.71053,6.2029
0.73932,6.2437
0.76827,6.2844
0.79739,6.325
0.82666,6.3655
0.85608,6.4059
0.88562,6.4461
0.91528,6.4863
0.94505,6.5265
0.97491,6.5665
1.0049,6.6065
1.0349,6.6464
1.0649,6.6863
1.0951,6.7261
1.1252,6.766
1.1554,6.8058
1.1856,6.8456
1.2157,6.8854
1.2459,6.9252
1.276,6.9651
1.3061,7.005
1.3361,7.0449
1.3661,7.0848
1.396,7.1249
1.4258,7.1649
1.4555,7.2051
1.4851,7.2453
1.5146,7.2856
1.544,7.326
1.5732,7.3665
1.6023,7.4071
1.6313,7.4478
1.6601,7.4886
1.6888,7.5295
1.7173,7.5706
1.7456,7.6117
1.7737,7.653
1.8017,7.6944
1.8295,7.7359
1.8571,7.7775
1.8845,7.8193
1.9117,7.8612
1.9388,7.9032
1.9656,7.9453
1.9922,7.9876
2.0187,8.03
2.0449,8.0725
2.0709,8.1151
2.0968,8.1579
2.1224,8.2007
2.1478,8.2437
2.173,8.2869
2.1981,8.3301
2.2229,8.3734
2.2475,8.4169
2.272,8.4605
2.2962,8.5041
2.3202,8.5479
2.3441,8.5918
2.3677,8.6358
2.3912,8.6799
2.4144,8.7241
2.4375,8.7684
2.4604,8.8128
2.4831,8.8573
2.5057,8.9019
2.528,8.9466
2.5502,8.9913
2.5722,9.0362
2.594,9.0811
2.6157,9.1261
2.6372,9.1712
2.6585,9.2164
2.6797,9.2616
2.7007,9.307
2.7215,9.3524
2.7422,9.3978
2.7628,9.4434
2.7831,9.489
2.8034,9.5347
2.8234,9.5804
2.8434,9.6262
2.8632,9.6721
2.8828,9.718
2.9023,9.764
2.9217,9.81
2.9409,9.8561
2.9601,9.9023
2.979,9.9485
2.9979,9.9948
3.0166,10.041
3.0352,10.087
3.0537,10.134
3.072,10.18
3.0902,10.227
3.1084,10.273
3.1263,10.32
3.1442,10.367
3.162,10.413
3.1797,10.46
3.1972,10.507
3.2147,10.554
3.232,10.6
3.2492,10.647
3.2664,10.694
3.2834,10.741
3.3003,10.788
3.3172,10.835
3.3339,10.882
3.3506,10.929
3.3671,10.977
3.3836,11.024
3.4,11.071
3.4162,11.118
3.4324,11.165
3.4485,11.213
3.4646,11.26
3.4805,11.307
3.4964,11.355
3.5121,11.402
3.5278,11.45
3.5434,11.497
3.559,11.544
3.5744,11.592
3.5898,11.639
3.6051,11.687
3.6204,11.735
3.6355,11.782
3.6506,11.83
3.6657,11.877
3.6806,11.925
3.6955,11.973
3.7103,12.021
3.7251,12.068
3.7398,12.116
3.7544,12.164
3.7689,12.212
3.7834,12.259
3.7979,12.307
3.8122,12.355
3.8266,12.403
3.8408,12.451
3.855,12.499
3.8691,12.547
3.8832,12.594
3.8972,12.642
3.9112,12.69
3.9251,12.738
3.939,12.786
3.9528,12.834
3.9665,12.882
3.9803,12.93
3.9939,12.978
4.0075,13.027
4.0211,13.075
4.0346,13.123
4.048,13.171
4.0614,13.219
4.0748,13.267
4.0881,13.315
4.1014,13.363
4.1146,13.412
4.1278,13.46
4.1409,13.508
4.154,13.556
4.167,13.604
4.18,13.653
4.193,13.701
4.2059,13.749
4.2188,13.797
4.2316,13.846
4.2444,13.894
4.2572,13.942
4.2699,13.991
4.2826,14.039
4.2952,14.087
4.3078,14.136
4.3204,14.184
4.3329,14.232
4.3454,14.281
4.3579,14.329
4.3703,14.377
4.3827,14.426
4.3951,14.474
4.4074,14.523
4.4197,14.571
4.432,14.619
4.4442,14.668
4.4564,14.716
4.4685,14.765
4.4807,14.813
4.4928,14.862
4.5049,14.91
4.5169,14.959
4.5289,15.007
4.5409,15.056
4.5528,15.104
4.5648,15.153
4.5767,15.201
4.5885,15.25
4.6004,15.298
4.6122,15.347
4.624,15.395
4.6357,15.444
4.6475,15.492
4.6592,15.541
4.6709,15.589
4.6825,15.638
4.6942,15.687
4.7058,15.735
4.7174,15.784
4.7289,15.832
4.7405,15.881
4.752,15.93
4.7635,15.978
4.7749,16.027
4.7864,16.075
4.7978,16.124
4.8092,16.173
4.8206,16.221
4.832,16.27
4.8433,16.319
4.8546,16.367
4.8659,16.416
4.8772,16.465
4.8885,16.513
4.8997,16.562
4.9109,16.611
4.9221,16.659
4.9333,16.708
4.9445,16.757
4.9556,16.805
4.9668,16.854
4.9779,16.903
4.989,16.952
5.0001,17
